February 15, 2020 at 4:45:03 PM
ONSET PROD LOG FILE
S0006_B5
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
17	17	readRepeat	echolalia	1161953.674400416	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
17	17	listen	echolalia	1161958.825196208	Thomas thinks a larger clamp solves the problem.	Thomas thinks a larger clamp solves the problem.	0
18	18	readRepeat	echolalia	1161964.658588666	This was easy for us.	This was easy for us.	0
18	18	listen	echolalia	1161968.49244225	This was easy for us.	This was easy for us.	0
19	19	readRepeat	echolalia	1161973.209120458	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
19	19	listen	echolalia	1161979.009284166	December and January are nice months to spend in Miami.	December and January are nice months to spend in Miami.	0
20	20	readRepeat	echolalia	1161985.676401625	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
20	20	listen	echolalia	1161991.793633083	Last year's gas shortage caused steep price increases.	Last year's gas shortage caused steep price increases.	0
0	0	break	break	1161998.594636125	break	break	break
1	21	readRepeat	shuffled	1161998.594636125	Diane may splurge and buy a turquoise necklace.	Todd placed top priority on getting his bike fixed.	0
1	21	listen	shuffled	1162019.711539708	Diane may splurge and buy a turquoise necklace.	Todd placed top priority on getting his bike fixed.	0
2	22	readRepeat	shuffled	1162025.94515175	Grandmother outgrew her upbringing in petticoats.	They often go out in the evening.	0
2	22	listen	shuffled	1162031.112388666	Grandmother outgrew her upbringing in petticoats.	They often go out in the evening.	0
3	23	readRepeat	shuffled	1162036.112045333	Objects made of pewter are beautiful.	The football team coach has a watch as thin as a dime.	0
3	23	listen	shuffled	1162040.596214291	Objects made of pewter are beautiful.	The football team coach has a watch as thin as a dime.	0
4	24	readRepeat	shuffled	1162047.479946833	Artificial intelligence is for real.	They remained lifelong friends and companions.	0
4	24	listen	shuffled	1162052.263769791	Artificial intelligence is for real.	They remained lifelong friends and companions.	0
5	25	readRepeat	shuffled	1162057.863683083	Todd placed top priority on getting his bike fixed.	Thomas thinks a larger clamp solves the problem.	0
5	25	listen	shuffled	1162063.279914041	Todd placed top priority on getting his bike fixed.	Thomas thinks a larger clamp solves the problem.	0
6	26	readRepeat	shuffled	1162069.030533208	When peeling an orange, it is hard not to spray juice.	The morning dew on the spider web glistened in the sun.	0
6	26	listen	shuffled	1162074.547895333	When peeling an orange, it is hard not to spray juice.	The morning dew on the spider web glistened in the sun.	0
7	27	readRepeat	shuffled	1162080.465223083	The morning dew on the spider web glistened in the sun.	When peeling an orange, it is hard not to spray juice.	0
7	27	listen	shuffled	1162086.01565275	The morning dew on the spider web glistened in the sun.	When peeling an orange, it is hard not to spray juice.	0
8	28	readRepeat	shuffled	1162092.382188333	Tornados often destroy aviaries.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
8	28	listen	shuffled	1162097.215701666	Tornados often destroy aviaries.	The cigarettes in the clay ashtray overflowed onto the oak table.	0
9	29	readRepeat	shuffled	1162104.299733291	They remained lifelong friends and companions.	Last year's gas shortage caused steep price increases.	0
9	29	listen	shuffled	1162108.999795583	They remained lifelong friends and companions.	Last year's gas shortage caused steep price increases.	0
10	30	readRepeat	shuffled	1162115.917212041	The football team coach has a watch as thin as a dime.	Will Robin wear a yellow lily?	0
10	30	listen	shuffled	1162121.450496041	The football team coach has a watch as thin as a dime.	Will Robin wear a yellow lily?	0
11	31	readRepeat	shuffled	1162127.167667125	They often go out in the evening.	Tornados often destroy aviaries.	0
11	31	listen	shuffled	1162131.301104375	They often go out in the evening.	Tornados often destroy aviaries.	0
12	32	readRepeat	shuffled	1162136.500911916	Our experiment's positive outcome was unexpected.	This was easy for us.	0
12	32	listen	shuffled	1162141.551732125	Our experiment's positive outcome was unexpected.	This was easy for us.	0
13	33	readRepeat	shuffled	1162146.203031375	Each stag surely finds a big fawn.	Grandmother outgrew her upbringing in petticoats.	0
13	33	listen	shuffled	1162150.768947166	Each stag surely finds a big fawn.	Grandmother outgrew her upbringing in petticoats.	0
14	34	readRepeat	shuffled	1162156.767334041	The cigarettes in the clay ashtray overflowed onto the oak table.	Each stag surely finds a big fawn.	0
14	34	listen	shuffled	1162162.719746583	The cigarettes in the clay ashtray overflowed onto the oak table.	Each stag surely finds a big fawn.	0
15	35	readRepeat	shuffled	1162168.286440208	Project development was proceeding too slowly.	Artificial intelligence is for real.	0
15	35	listen	shuffled	1162173.236917083	Project development was proceeding too slowly.	Artificial intelligence is for real.	0
16	36	readRepeat	shuffled	1162179.0369835	Will Robin wear a yellow lily?	Our experiment's positive outcome was unexpected.	0
16	36	listen	shuffled	1162183.356563541	Will Robin wear a yellow lily?	Our experiment's positive outcome was unexpected.	0
17	37	readRepeat	shuffled	1162189.471335416	Thomas thinks a larger clamp solves the problem.	Project development was proceeding too slowly.	0
17	37	listen	shuffled	1162194.640810833	Thomas thinks a larger clamp solves the problem.	Project development was proceeding too slowly.	0
18	38	readRepeat	shuffled	1162200.721702583	This was easy for us.	December and January are nice months to spend in Miami.	0
18	38	listen	shuffled	1162204.355143333	This was easy for us.	December and January are nice months to spend in Miami.	0
19	39	readRepeat	shuffled	1162210.988820291	December and January are nice months to spend in Miami.	Diane may splurge and buy a turquoise necklace.	0
19	39	listen	shuffled	1162217.222496541	December and January are nice months to spend in Miami.	Diane may splurge and buy a turquoise necklace.	0
20	40	readRepeat	shuffled	1162220.489443541	Last year's gas shortage caused steep price increases.	Objects made of pewter are beautiful.	0
20	40	listen	shuffled	1162226.040264166	Last year's gas shortage caused steep price increases.	Objects made of pewter are beautiful.	0

