April 4, 2022 at 11:39:50 AM
ONSET PROD LOG FILE
S0018_B15
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
38	38	readRepeat	echolalia	951196.820411041	We are open every Monday evening.	We are open every Monday evening.	0
38	38	listen	echolalia	951202.69560975	We are open every Monday evening.	We are open every Monday evening.	0
39	39	readRepeat	echolalia	951209.007612208	We welcome many new students each year.	We welcome many new students each year.	0
39	39	listen	echolalia	951215.271773666	We welcome many new students each year.	We welcome many new students each year.	0
40	40	readRepeat	echolalia	951221.895924375	She slipped on the stairs.	She slipped on the stairs.	0
40	40	listen	echolalia	951229.370707583	She slipped on the stairs.	She slipped on the stairs.	0
41	41	readRepeat	echolalia	951237.670623125	How much allowance do you get?	How much allowance do you get?	0
41	41	listen	echolalia	951245.395884416	How much allowance do you get?	How much allowance do you get?	0
42	42	readRepeat	echolalia	951253.59598925	Carl lives in a very small home.	Carl lives in a very small home.	0
42	42	listen	echolalia	951261.758555833	Carl lives in a very small home.	Carl lives in a very small home.	0
43	43	readRepeat	echolalia	951270.533496791	How do oysters make pearls?	How do oysters make pearls?	0
43	43	listen	echolalia	951280.620908083	How do oysters make pearls?	How do oysters make pearls?	0
44	44	readRepeat	echolalia	951291.558628583	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
44	44	listen	echolalia	951301.396170958	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
45	45	readRepeat	echolalia	951311.708826	She is taller than I am.	She is taller than I am.	0
45	45	listen	echolalia	951316.971192041	She is taller than I am.	She is taller than I am.	0
46	46	readRepeat	echolalia	951322.69570825	The roses smelled very sweet.	The roses smelled very sweet.	0
46	46	listen	echolalia	951328.671280416	The roses smelled very sweet.	The roses smelled very sweet.	0
47	47	readRepeat	echolalia	951335.171083	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
47	47	listen	echolalia	951342.871340833	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
48	48	readRepeat	echolalia	951351.543297666	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
48	48	listen	echolalia	951361.008804416	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
49	49	readRepeat	echolalia	951371.208945833	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
49	49	listen	echolalia	951380.821134875	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
50	50	readRepeat	echolalia	951391.0840955	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
50	50	listen	echolalia	951398.20692375	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
0	0	break	break	951406.096608708	break	break	break
26	51	readRepeat	shuffled	951406.096608708	The cat's meow always hurts my ears.	She slipped on the stairs.	0
26	51	listen	shuffled	951417.459210875	The cat's meow always hurts my ears.	She slipped on the stairs.	0
27	52	readRepeat	shuffled	951423.721760916	How do you know my name?	The big dog loved to chew on the old rag doll.	0
27	52	listen	shuffled	951428.484283666	How do you know my name?	The big dog loved to chew on the old rag doll.	0
28	53	readRepeat	shuffled	951434.582689375	Add the numbers together one by one.	Which theatre shows "Mother Goose"?	0
28	53	listen	shuffled	951439.607200041	Add the numbers together one by one.	Which theatre shows "Mother Goose"?	0
29	54	readRepeat	shuffled	951449.65742325	He will allow a rare lie.	How much allowance do you get?	0
29	54	listen	shuffled	951455.22175825	He will allow a rare lie.	How much allowance do you get?	0
30	55	readRepeat	shuffled	951463.521749375	John's brother repainted the garage door.	Jane helped her sister with homework.	0
30	55	listen	shuffled	951470.360333541	John's brother repainted the garage door.	Jane helped her sister with homework.	0
31	56	readRepeat	shuffled	951476.471940875	He ate four extra eggs for breakfast.	The tooth fairy forgot to come when Roger's tooth fell out.	0
31	56	listen	shuffled	951482.4719455	He ate four extra eggs for breakfast.	The tooth fairy forgot to come when Roger's tooth fell out.	0
32	57	readRepeat	shuffled	951492.559440375	Jane helped her sister with homework.	They own a big house in Austin, Texas.	0
32	57	listen	shuffled	951499.321930916	Jane helped her sister with homework.	They own a big house in Austin, Texas.	0
33	58	readRepeat	shuffled	951505.97198375	Did you eat lunch yesterday?	They often go out in the evening.	0
33	58	listen	shuffled	951510.67229775	Did you eat lunch yesterday?	They often go out in the evening.	0
34	59	readRepeat	shuffled	951517.047247458	Do all farmers grow potatoes?	My favorite ice cream flavor is vanilla.	0
34	59	listen	shuffled	951522.54734125	Do all farmers grow potatoes?	My favorite ice cream flavor is vanilla.	0
35	60	readRepeat	shuffled	951531.259765625	My favorite ice cream flavor is vanilla.	Bob looked for shells by the ocean.	0
35	60	listen	shuffled	951537.572273708	My favorite ice cream flavor is vanilla.	Bob looked for shells by the ocean.	0
36	61	readRepeat	shuffled	951544.622424958	Pick a prize from the bag.	He will allow a rare lie.	0
36	61	listen	shuffled	951550.182849041	Pick a prize from the bag.	He will allow a rare lie.	0
37	62	readRepeat	shuffled	951556.810187041	They all like long hot showers.	The cat's meow always hurts my ears.	0
37	62	listen	shuffled	951562.259937458	They all like long hot showers.	The cat's meow always hurts my ears.	0
38	63	readRepeat	shuffled	951568.172249416	We are open every Monday evening.	They all enjoy ice cream sundaes.	0
38	63	listen	shuffled	951573.459784083	We are open every Monday evening.	They all enjoy ice cream sundaes.	0
39	64	readRepeat	shuffled	951579.272057791	We welcome many new students each year.	How do oysters make pearls?	0
39	64	listen	shuffled	951585.510409875	We welcome many new students each year.	How do oysters make pearls?	0
40	65	readRepeat	shuffled	951594.410011375	She slipped on the stairs.	I took her word for it.	0
40	65	listen	shuffled	951602.435482791	She slipped on the stairs.	I took her word for it.	0
41	66	readRepeat	shuffled	951611.122623625	How much allowance do you get?	Tom reads the same book every night.	0
41	66	listen	shuffled	951617.472728708	How much allowance do you get?	Tom reads the same book every night.	0
42	67	readRepeat	shuffled	951626.222596125	Carl lives in a very small home.	How do you know my name?	0
42	67	listen	shuffled	951632.81161575	Carl lives in a very small home.	How do you know my name?	0
43	68	readRepeat	shuffled	951640.310717	How do oysters make pearls?	This was easy for us.	0
43	68	listen	shuffled	951646.235370583	How do oysters make pearls?	This was easy for us.	0
44	69	readRepeat	shuffled	951656.210257791	Michael colored the bedroom wall with crayons.	Guess the question from the answer.	0
44	69	listen	shuffled	951663.147889541	Michael colored the bedroom wall with crayons.	Guess the question from the answer.	0
45	70	readRepeat	shuffled	951669.773471541	She is taller than I am.	I saw a purple crab on the beach.	0
45	70	listen	shuffled	951674.547551375	She is taller than I am.	I saw a purple crab on the beach.	0
46	71	readRepeat	shuffled	951682.110492833	The roses smelled very sweet.	He ate four extra eggs for breakfast.	0
46	71	listen	shuffled	951687.573017541	The roses smelled very sweet.	He ate four extra eggs for breakfast.	0
47	72	readRepeat	shuffled	951695.373075625	Steve wore a bright red sweater.	Should giraffes be kept in small zoos?	0
47	72	listen	shuffled	951703.759839666	Steve wore a bright red sweater.	Should giraffes be kept in small zoos?	0
48	73	readRepeat	shuffled	951713.348156875	The tooth fairy forgot to come when Roger's tooth fell out.	Blue cheese smells funny.	0
48	73	listen	shuffled	951720.748172583	The tooth fairy forgot to come when Roger's tooth fell out.	Blue cheese smells funny.	0
49	74	readRepeat	shuffled	951731.4855765	Birthday parties have cupcakes and ice cream.	Nancy has the best grades in the class.	0
49	74	listen	shuffled	951737.623270416	Birthday parties have cupcakes and ice cream.	Nancy has the best grades in the class.	0
50	75	readRepeat	shuffled	951742.90871475	Bob looked for shells by the ocean.	Swing your arm as high as you can.	0
50	75	listen	shuffled	951749.161344833	Bob looked for shells by the ocean.	Swing your arm as high as you can.	0

