September 2, 2021 at 10:21:34 AM
ONSET PROD LOG FILE
S0014_B3
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
18	18	readRepeat	echolalia	285225.607323375	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
18	18	listen	echolalia	285231.049617166	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
19	19	readRepeat	echolalia	285237.272533041	Is she going with you?	Is she going with you?	0
19	19	listen	echolalia	285241.650430083	Is she going with you?	Is she going with you?	0
20	20	readRepeat	echolalia	285246.942203416	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
20	20	listen	echolalia	285252.500845	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
0	0	break	break	285258.801267541	break	break	break
1	21	readRepeat	shuffled	285258.801267541	Draw every outer line first, then fill in the interior.	Butterscotch fudge goes well with vanilla ice cream.	0
1	21	listen	shuffled	285287.013263333	Draw every outer line first, then fill in the interior.	Butterscotch fudge goes well with vanilla ice cream.	0
2	22	readRepeat	shuffled	285293.721074708	The water contained too much chlorine and stung his eyes.	Any contributions will be greatly appreciated.	0
2	22	listen	shuffled	285299.59613225	The water contained too much chlorine and stung his eyes.	Any contributions will be greatly appreciated.	0
3	23	readRepeat	shuffled	285316.638386	John's brother repainted the garage door.	Can the agency overthrow alien forces?	0
3	23	listen	shuffled	285321.628306708	John's brother repainted the garage door.	Can the agency overthrow alien forces?	0
4	24	readRepeat	shuffled	285327.956429625	Challenge each general's intelligence.	Ambidextrous pickpockets accomplish more.	0
4	24	listen	shuffled	285333.053235375	Challenge each general's intelligence.	Ambidextrous pickpockets accomplish more.	0
5	25	readRepeat	shuffled	285340.266974416	Ambidextrous pickpockets accomplish more.	John's brother repainted the garage door.	0
5	25	listen	shuffled	285346.356579166	Ambidextrous pickpockets accomplish more.	John's brother repainted the garage door.	0
6	26	readRepeat	shuffled	285352.497707291	A muscular abdomen is good for your back.	Her wardrobe consists of only skirts and blouses.	0
6	26	listen	shuffled	285357.565797541	A muscular abdomen is good for your back.	Her wardrobe consists of only skirts and blouses.	0
7	27	readRepeat	shuffled	285364.44240525	They own a big house in the remote countryside.	That pickpocket was caught red-handed.	0
7	27	listen	shuffled	285369.741002208	They own a big house in the remote countryside.	That pickpocket was caught red-handed.	0
8	28	readRepeat	shuffled	285375.910060875	The rose corsage smelled sweet.	May I order a parfait after I eat dinner?	0
8	28	listen	shuffled	285381.251931291	The rose corsage smelled sweet.	May I order a parfait after I eat dinner?	0
9	29	readRepeat	shuffled	285387.477685375	That pickpocket was caught red-handed.	The two artists exchanged autographs.	0
9	29	listen	shuffled	285392.928076375	That pickpocket was caught red-handed.	The two artists exchanged autographs.	0
10	30	readRepeat	shuffled	285399.419951541	An adult male baboon's teeth are not suitable for eating shellfish.	The cranberry bog gets very pretty in Autumn.	0
10	30	listen	shuffled	285406.620453958	An adult male baboon's teeth are not suitable for eating shellfish.	The cranberry bog gets very pretty in Autumn.	0
11	31	readRepeat	shuffled	285414.821189958	Her wardrobe consists of only skirts and blouses.	Challenge each general's intelligence.	0
11	31	listen	shuffled	285420.497077208	Her wardrobe consists of only skirts and blouses.	Challenge each general's intelligence.	0
12	32	readRepeat	shuffled	285426.897496541	The two artists exchanged autographs.	An adult male baboon's teeth are not suitable for eating shellfish.	0
12	32	listen	shuffled	285432.4892745	The two artists exchanged autographs.	An adult male baboon's teeth are not suitable for eating shellfish.	0
13	33	readRepeat	shuffled	285441.216588291	Butterscotch fudge goes well with vanilla ice cream.	A muscular abdomen is good for your back.	0
13	33	listen	shuffled	285446.724041208	Butterscotch fudge goes well with vanilla ice cream.	A muscular abdomen is good for your back.	0
14	34	readRepeat	shuffled	285453.195035916	Rich purchased several signed lithographs.	How do oysters make pearls?	0
14	34	listen	shuffled	285459.49945925	Rich purchased several signed lithographs.	How do oysters make pearls?	0
15	35	readRepeat	shuffled	285465.49135475	Any contributions will be greatly appreciated.	Rich purchased several signed lithographs.	0
15	35	listen	shuffled	285471.2002285	Any contributions will be greatly appreciated.	Rich purchased several signed lithographs.	0
16	36	readRepeat	shuffled	285479.982004666	The cranberry bog gets very pretty in Autumn.	The rose corsage smelled sweet.	0
16	36	listen	shuffled	285485.784763708	The cranberry bog gets very pretty in Autumn.	The rose corsage smelled sweet.	0
17	37	readRepeat	shuffled	285492.08627675	How do oysters make pearls?	The water contained too much chlorine and stung his eyes.	0
17	37	listen	shuffled	285496.717043458	How do oysters make pearls?	The water contained too much chlorine and stung his eyes.	0
18	38	readRepeat	shuffled	285503.607043791	May I order a parfait after I eat dinner?	Is she going with you?	0
18	38	listen	shuffled	285508.894586041	May I order a parfait after I eat dinner?	Is she going with you?	0
19	39	readRepeat	shuffled	285737.117122333	Is she going with you?	Draw every outer line first, then fill in the interior.	0
19	39	listen	shuffled	285740.935004708	Is she going with you?	Draw every outer line first, then fill in the interior.	0
20	40	readRepeat	shuffled	285746.294786041	Can the agency overthrow alien forces?	They own a big house in the remote countryside.	0
20	40	listen	shuffled	285751.630440625	Can the agency overthrow alien forces?	They own a big house in the remote countryside.	0

