July 14, 2022 at 4:40:09 PM
ONSET PROD LOG FILE
S0021_B4
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
35	60	listen	shuffled	1735467.784258791	My favorite ice cream flavor is vanilla.	Robin likes the color yellow.	0
36	61	readRepeat	shuffled	1735474.463842375	Pick a prize from the bag.	The angry boy didn't look up.	0
36	61	listen	shuffled	1735479.663641666	Pick a prize from the bag.	The angry boy didn't look up.	0
37	62	readRepeat	shuffled	1735485.751417375	They all like long hot showers.	I saw a purple crab on the beach.	0
37	62	listen	shuffled	1735491.387405458	They all like long hot showers.	I saw a purple crab on the beach.	0
38	63	readRepeat	shuffled	1735501.039296833	We are open every Monday evening.	John's brother repainted the garage door.	0
38	63	listen	shuffled	1735508.626822541	We are open every Monday evening.	John's brother repainted the garage door.	0
39	64	readRepeat	shuffled	1735515.351504875	We welcome many new students each year.	Is this seesaw safe?	0
39	64	listen	shuffled	1735522.161665333	We welcome many new students each year.	Is this seesaw safe?	0
40	65	readRepeat	shuffled	1735529.714445916	She slipped on the stairs.	This was easy for us.	0
40	65	listen	shuffled	1735534.426863083	She slipped on the stairs.	This was easy for us.	0
41	66	readRepeat	shuffled	1735541.164763	How much allowance do you get?	Is she going with you?	0
41	66	listen	shuffled	1735547.252450666	How much allowance do you get?	Is she going with you?	0
42	67	readRepeat	shuffled	1735552.414302625	Carl lives in a very small home.	How much allowance do you get?	0
42	67	listen	shuffled	1735558.901844583	Carl lives in a very small home.	How much allowance do you get?	0
43	68	readRepeat	shuffled	1735565.414025	How do oysters make pearls?	The big dog loved to chew on the old rag doll.	0
43	68	listen	shuffled	1735571.823402916	How do oysters make pearls?	The big dog loved to chew on the old rag doll.	0
44	69	readRepeat	shuffled	1735578.889182041	Michael colored the bedroom wall with crayons.	He ate four extra eggs for breakfast.	0
44	69	listen	shuffled	1735588.55199225	Michael colored the bedroom wall with crayons.	He ate four extra eggs for breakfast.	0
45	70	readRepeat	shuffled	1735610.664638083	She is taller than I am.	They all enjoy ice cream sundaes.	0
45	70	listen	shuffled	1735617.627187458	She is taller than I am.	They all enjoy ice cream sundaes.	0
46	71	readRepeat	shuffled	1735625.012999	The roses smelled very sweet.	She is taller than I am.	0
46	71	listen	shuffled	1735630.777164208	The roses smelled very sweet.	She is taller than I am.	0
47	72	readRepeat	shuffled	1735639.339917083	Steve wore a bright red sweater.	Blue cheese smells funny.	0
47	72	listen	shuffled	1735646.327215208	Steve wore a bright red sweater.	Blue cheese smells funny.	0
48	73	readRepeat	shuffled	1735651.823880708	The tooth fairy forgot to come when Roger's tooth fell out.	How do oysters make pearls?	0
48	73	listen	shuffled	1735659.852044875	The tooth fairy forgot to come when Roger's tooth fell out.	How do oysters make pearls?	0
49	74	readRepeat	shuffled	1735667.252606041	Birthday parties have cupcakes and ice cream.	We welcome many new students each year.	0
49	74	listen	shuffled	1735674.652872	Birthday parties have cupcakes and ice cream.	We welcome many new students each year.	0
50	75	readRepeat	shuffled	1735682.4028565	Bob looked for shells by the ocean.	We are open every Monday evening.	0
50	75	listen	shuffled	1735688.577676166	Bob looked for shells by the ocean.	We are open every Monday evening.	0

