November 14, 2021 at 2:21:24 PM
ONSET PROD LOG FILE
S0017_B3
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
36	36	readRepeat	echolalia	676709.906920041	Pick a prize from the bag.	Pick a prize from the bag.	0
36	36	listen	echolalia	676714.59455425	Pick a prize from the bag.	Pick a prize from the bag.	0
37	37	readRepeat	echolalia	676719.81763675	They all like long hot showers.	They all like long hot showers.	0
37	37	listen	echolalia	676726.419759333	They all like long hot showers.	They all like long hot showers.	0
38	38	readRepeat	echolalia	676733.657176791	We are open every Monday evening.	We are open every Monday evening.	0
38	38	listen	echolalia	676740.29481575	We are open every Monday evening.	We are open every Monday evening.	0
39	39	readRepeat	echolalia	676747.507146375	We welcome many new students each year.	We welcome many new students each year.	0
39	39	listen	echolalia	676753.494641541	We welcome many new students each year.	We welcome many new students each year.	0
40	40	readRepeat	echolalia	676759.832371416	She slipped on the stairs.	She slipped on the stairs.	0
40	40	listen	echolalia	676764.407219583	She slipped on the stairs.	She slipped on the stairs.	0
41	41	readRepeat	echolalia	676769.757866375	How much allowance do you get?	How much allowance do you get?	0
41	41	listen	echolalia	676775.494959958	How much allowance do you get?	How much allowance do you get?	0
42	42	readRepeat	echolalia	676781.570001333	Carl lives in a very small home.	Carl lives in a very small home.	0
42	42	listen	echolalia	676792.744925666	Carl lives in a very small home.	Carl lives in a very small home.	0
43	43	readRepeat	echolalia	676805.657381791	How do oysters make pearls?	How do oysters make pearls?	0
43	43	listen	echolalia	676811.582654083	How do oysters make pearls?	How do oysters make pearls?	0
44	44	readRepeat	echolalia	676817.88295	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
44	44	listen	echolalia	676825.070127666	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
45	45	readRepeat	echolalia	676832.632804208	She is taller than I am.	She is taller than I am.	0
45	45	listen	echolalia	676837.354363875	She is taller than I am.	She is taller than I am.	0
46	46	readRepeat	echolalia	676842.678888666	The roses smelled very sweet.	The roses smelled very sweet.	0
46	46	listen	echolalia	676848.682865166	The roses smelled very sweet.	The roses smelled very sweet.	0
47	47	readRepeat	echolalia	676855.232894875	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
47	47	listen	echolalia	676865.173089625	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
48	48	readRepeat	echolalia	676878.020423458	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
48	48	listen	echolalia	676886.682811625	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
49	49	readRepeat	echolalia	676895.633187166	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
49	49	listen	echolalia	676901.958402291	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
50	50	readRepeat	echolalia	676908.658439083	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
50	50	listen	echolalia	676915.720763333	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
0	0	break	break	676923.320693375	break	break	break
26	51	readRepeat	shuffled	676923.320693375	The cat's meow always hurts my ears.	This was easy for us.	0
26	51	listen	shuffled	676945.720937375	The cat's meow always hurts my ears.	This was easy for us.	0
27	52	readRepeat	shuffled	676952.783290458	How do you know my name?	Don't do Charlie's dirty dishes.	0
27	52	listen	shuffled	676956.545673208	How do you know my name?	Don't do Charlie's dirty dishes.	0
28	53	readRepeat	shuffled	676962.94578525	Add the numbers together one by one.	Tom reads the same book every night.	0
28	53	listen	shuffled	676967.780603333	Add the numbers together one by one.	Tom reads the same book every night.	0
29	54	readRepeat	shuffled	676973.645953541	He will allow a rare lie.	They own a big house in Austin, Texas.	0
29	54	listen	shuffled	676978.654298416	He will allow a rare lie.	They own a big house in Austin, Texas.	0
30	55	readRepeat	shuffled	676986.283389916	John's brother repainted the garage door.	They all enjoy ice cream sundaes.	0
30	55	listen	shuffled	676992.521016875	John's brother repainted the garage door.	They all enjoy ice cream sundaes.	0
31	56	readRepeat	shuffled	676999.008516125	He ate four extra eggs for breakfast.	They all like long hot showers.	0
31	56	listen	shuffled	677005.108442916	He ate four extra eggs for breakfast.	They all like long hot showers.	0
32	57	readRepeat	shuffled	677012.458769458	Jane helped her sister with homework.	Is this seesaw safe?	0
32	57	listen	shuffled	677018.083421375	Jane helped her sister with homework.	Is this seesaw safe?	0
33	58	readRepeat	shuffled	677023.296348541	Did you eat lunch yesterday?	Bob looked for shells by the ocean.	0
33	58	listen	shuffled	677027.408718791	Did you eat lunch yesterday?	Bob looked for shells by the ocean.	0
34	59	readRepeat	shuffled	677033.808708583	Do all farmers grow potatoes?	She is taller than I am.	0
34	59	listen	shuffled	677038.871219083	Do all farmers grow potatoes?	She is taller than I am.	0
35	60	readRepeat	shuffled	677050.371521708	My favorite ice cream flavor is vanilla.	The angry boy didn't look up.	0
35	60	listen	shuffled	677055.521482583	My favorite ice cream flavor is vanilla.	The angry boy didn't look up.	0
36	61	readRepeat	shuffled	677061.609107333	Pick a prize from the bag.	Add the numbers together one by one.	0
36	61	listen	shuffled	677066.133919208	Pick a prize from the bag.	Add the numbers together one by one.	0
37	62	readRepeat	shuffled	677075.021400625	They all like long hot showers.	We are open every Monday evening.	0
37	62	listen	shuffled	677080.858914041	They all like long hot showers.	We are open every Monday evening.	0
38	63	readRepeat	shuffled	677086.972201583	We are open every Monday evening.	He ate four eggs for breakfast.	0
38	63	listen	shuffled	677092.921556625	We are open every Monday evening.	He ate four eggs for breakfast.	0
39	64	readRepeat	shuffled	677099.748660625	We welcome many new students each year.	Steve wore a bright red sweater.	0
39	64	listen	shuffled	677105.584136541	We welcome many new students each year.	Steve wore a bright red sweater.	0
40	65	readRepeat	shuffled	677108.746160833	She slipped on the stairs.	I took her word for it.	0
40	65	listen	shuffled	677113.260368041	She slipped on the stairs.	I took her word for it.	0
41	66	readRepeat	shuffled	677120.171797041	How much allowance do you get?	Spring Street is straight ahead.	0
41	66	listen	shuffled	677125.634559958	How much allowance do you get?	Spring Street is straight ahead.	0
42	67	readRepeat	shuffled	677131.5714465	Carl lives in a very small home.	Guess the question from the answer.	0
42	67	listen	shuffled	677137.49731875	Carl lives in a very small home.	Guess the question from the answer.	0
43	68	readRepeat	shuffled	677145.309321708	How do oysters make pearls?	Please sing just the club theme.	0
43	68	listen	shuffled	677151.009554458	How do oysters make pearls?	Please sing just the club theme.	0
44	69	readRepeat	shuffled	677156.334545208	Michael colored the bedroom wall with crayons.	Cut a small corner off each edge.	0
44	69	listen	shuffled	677165.62213475	Michael colored the bedroom wall with crayons.	Cut a small corner off each edge.	0
45	70	readRepeat	shuffled	677172.709847916	She is taller than I am.	Swing your arm as high as you can.	0
45	70	listen	shuffled	677176.959773291	She is taller than I am.	Swing your arm as high as you can.	0
46	71	readRepeat	shuffled	677184.6845	The roses smelled very sweet.	Orange juice tastes funny after toothpaste.	0
46	71	listen	shuffled	677190.37215825	The roses smelled very sweet.	Orange juice tastes funny after toothpaste.	0
47	72	readRepeat	shuffled	677195.659946291	Steve wore a bright red sweater.	Which theatre shows "Mother Goose"?	0
47	72	listen	shuffled	677201.909540041	Steve wore a bright red sweater.	Which theatre shows "Mother Goose"?	0
48	73	readRepeat	shuffled	677207.634787333	The tooth fairy forgot to come when Roger's tooth fell out.	Did you eat lunch yesterday?	0
48	73	listen	shuffled	677214.56015575	The tooth fairy forgot to come when Roger's tooth fell out.	Did you eat lunch yesterday?	0
49	74	readRepeat	shuffled	677221.597333	Birthday parties have cupcakes and ice cream.	Even I get the Monday blues!	0
49	74	listen	shuffled	677229.672738791	Birthday parties have cupcakes and ice cream.	Even I get the Monday blues!	0
50	75	readRepeat	shuffled	677239.937374291	Bob looked for shells by the ocean.	Nancy has the best grades in the class.	0
50	75	listen	shuffled	677246.784787958	Bob looked for shells by the ocean.	Nancy has the best grades in the class.	0

