June 25, 2023 at 9:46:11 AM
ONSET PROD LOG FILE
S0026_B10
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
11	11	readRepeat	echolalia	57938.979072708	Her wardrobe consists of only skirts and blouses.	Her wardrobe consists of only skirts and blouses.	0
11	11	listen	echolalia	57945.193439666	Her wardrobe consists of only skirts and blouses.	Her wardrobe consists of only skirts and blouses.	0
12	12	readRepeat	echolalia	57951.943592	The two artists exchanged autographs.	The two artists exchanged autographs.	0
12	12	listen	echolalia	57958.518312166	The two artists exchanged autographs.	The two artists exchanged autographs.	0
13	13	readRepeat	echolalia	57965.606126041	Butterscotch fudge goes well with vanilla ice cream.	Butterscotch fudge goes well with vanilla ice cream.	0
13	13	listen	echolalia	57971.806031416	Butterscotch fudge goes well with vanilla ice cream.	Butterscotch fudge goes well with vanilla ice cream.	0
14	14	readRepeat	echolalia	57978.618476708	Rich purchased several signed lithographs.	Rich purchased several signed lithographs.	0
14	14	listen	echolalia	57984.618651833	Rich purchased several signed lithographs.	Rich purchased several signed lithographs.	0
15	15	readRepeat	echolalia	57991.326692083	Any contributions will be greatly appreciated.	Any contributions will be greatly appreciated.	0
15	15	listen	echolalia	58000.456341541	Any contributions will be greatly appreciated.	Any contributions will be greatly appreciated.	0
16	16	readRepeat	echolalia	58016.443632458	The cranberry bog gets very pretty in Autumn.	The cranberry bog gets very pretty in Autumn.	0
16	16	listen	echolalia	58022.131442291	The cranberry bog gets very pretty in Autumn.	The cranberry bog gets very pretty in Autumn.	0
17	17	readRepeat	echolalia	58028.443694416	How do oysters make pearls?	How do oysters make pearls?	0
17	17	listen	echolalia	58032.956359125	How do oysters make pearls?	How do oysters make pearls?	0
18	18	readRepeat	echolalia	58038.193773458	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
18	18	listen	echolalia	58044.181769625	May I order a parfait after I eat dinner?	May I order a parfait after I eat dinner?	0
19	19	readRepeat	echolalia	58051.606171791	Is she going with you?	Is she going with you?	0
19	19	listen	echolalia	58055.818957208	Is she going with you?	Is she going with you?	0
20	20	readRepeat	echolalia	58061.756372	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
20	20	listen	echolalia	58070.481615	Can the agency overthrow alien forces?	Can the agency overthrow alien forces?	0
0	0	break	break	58082.5569625	break	break	break
0	0	break	break	58135.506752625	break	break	break
1	21	readRepeat	shuffled	58135.506752625	Draw every outer line first, then fill in the interior.	The rose corsage smelled sweet.	0
1	21	listen	shuffled	58144.853133208	Draw every outer line first, then fill in the interior.	The rose corsage smelled sweet.	0
2	22	readRepeat	shuffled	58150.581970416	The water contained too much chlorine and stung his eyes.	The water contained too much chlorine and stung his eyes.	0
2	22	listen	shuffled	58156.607295916	The water contained too much chlorine and stung his eyes.	The water contained too much chlorine and stung his eyes.	0
3	23	readRepeat	shuffled	58165.056853375	John's brother repainted the garage door.	Rich purchased several signed lithographs.	0
3	23	listen	shuffled	58170.332086875	John's brother repainted the garage door.	Rich purchased several signed lithographs.	0
4	24	readRepeat	shuffled	58177.031946875	Challenge each general's intelligence.	Her wardrobe consists of only skirts and blouses.	0
4	24	listen	shuffled	58182.869836916	Challenge each general's intelligence.	Her wardrobe consists of only skirts and blouses.	0
5	25	readRepeat	shuffled	58189.694765125	Ambidextrous pickpockets accomplish more.	Butterscotch fudge goes well with vanilla ice cream.	0
5	25	listen	shuffled	58195.55727475	Ambidextrous pickpockets accomplish more.	Butterscotch fudge goes well with vanilla ice cream.	0
6	26	readRepeat	shuffled	58202.519265708	A muscular abdomen is good for your back.	Draw every outer line first, then fill in the interior.	0
6	26	listen	shuffled	58207.620181458	A muscular abdomen is good for your back.	Draw every outer line first, then fill in the interior.	0
7	27	readRepeat	shuffled	58211.107450625	They own a big house in the remote countryside.	A muscular abdomen is good for your back.	0
7	27	listen	shuffled	58216.857463541	They own a big house in the remote countryside.	A muscular abdomen is good for your back.	0
8	28	readRepeat	shuffled	58222.932337416	The rose corsage smelled sweet.	An adult male baboon's teeth are not suitable for eating shellfish.	0
8	28	listen	shuffled	58227.8198065	The rose corsage smelled sweet.	An adult male baboon's teeth are not suitable for eating shellfish.	0
9	29	readRepeat	shuffled	58235.482500458	That pickpocket was caught red-handed.	That pickpocket was caught red-handed.	0
9	29	listen	shuffled	58240.557542375	That pickpocket was caught red-handed.	That pickpocket was caught red-handed.	0
10	30	readRepeat	shuffled	58246.807720375	An adult male baboon's teeth are not suitable for eating shellfish.	How do oysters make pearls?	0
10	30	listen	shuffled	58253.669967166	An adult male baboon's teeth are not suitable for eating shellfish.	How do oysters make pearls?	0
11	31	readRepeat	shuffled	58259.333218291	Her wardrobe consists of only skirts and blouses.	Can the agency overthrow alien forces?	0
11	31	listen	shuffled	58266.607919291	Her wardrobe consists of only skirts and blouses.	Can the agency overthrow alien forces?	0
12	32	readRepeat	shuffled	58276.195174208	The two artists exchanged autographs.	Challenge each general's intelligence.	0
12	32	listen	shuffled	58281.69533875	The two artists exchanged autographs.	Challenge each general's intelligence.	0
13	33	readRepeat	shuffled	58287.595354833	Butterscotch fudge goes well with vanilla ice cream.	The two artists exchanged autographs.	0
13	33	listen	shuffled	58293.280201875	Butterscotch fudge goes well with vanilla ice cream.	The two artists exchanged autographs.	0
14	34	readRepeat	shuffled	58335.223336125	Rich purchased several signed lithographs.	May I order a parfait after I eat dinner?	0
14	34	listen	shuffled	58341.545431875	Rich purchased several signed lithographs.	May I order a parfait after I eat dinner?	0
15	35	readRepeat	shuffled	58350.322887708	Any contributions will be greatly appreciated.	The cranberry bog gets very pretty in Autumn.	0
15	35	listen	shuffled	58356.293516458	Any contributions will be greatly appreciated.	The cranberry bog gets very pretty in Autumn.	0
16	36	readRepeat	shuffled	58362.670678	The cranberry bog gets very pretty in Autumn.	Ambidextrous pickpockets accomplish more.	0
16	36	listen	shuffled	58368.57029375	The cranberry bog gets very pretty in Autumn.	Ambidextrous pickpockets accomplish more.	0
17	37	readRepeat	shuffled	58375.8708205	How do oysters make pearls?	Any contributions will be greatly appreciated.	0
17	37	listen	shuffled	58380.420935375	How do oysters make pearls?	Any contributions will be greatly appreciated.	0
18	38	readRepeat	shuffled	58390.107848541	May I order a parfait after I eat dinner?	They own a big house in the remote countryside.	0
18	38	listen	shuffled	58395.970826833	May I order a parfait after I eat dinner?	They own a big house in the remote countryside.	0
19	39	readRepeat	shuffled	58402.470994833	Is she going with you?	Is she going with you?	0
19	39	listen	shuffled	58406.420978041	Is she going with you?	Is she going with you?	0
20	40	readRepeat	shuffled	58411.280454333	Can the agency overthrow alien forces?	John's brother repainted the garage door.	0
20	40	listen	shuffled	58417.658577416	Can the agency overthrow alien forces?	John's brother repainted the garage door.	0

