May 5, 2019 at 2:17:59 PM
ONSET PROD LOG FILE
S0004_B9
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
5	25	readRepeat	shuffled	217446.643344166	Ambidextrous pickpockets accomplish more.	How do oysters make pearls?	0
5	25	listen	shuffled	217457.092981708	Ambidextrous pickpockets accomplish more.	How do oysters make pearls?	0
6	26	readRepeat	shuffled	217462.127301166	A muscular abdomen is good for your back.	Ambidextrous pickpockets accomplish more.	0
6	26	listen	shuffled	217466.894200083	A muscular abdomen is good for your back.	Ambidextrous pickpockets accomplish more.	0
7	27	readRepeat	shuffled	217479.528191	They own a big house in the remote countryside.	The water contained too much chlorine and stung his eyes.	0
7	27	listen	shuffled	217484.178006458	They own a big house in the remote countryside.	The water contained too much chlorine and stung his eyes.	0
8	28	readRepeat	shuffled	217491.1132225	The rose corsage smelled sweet.	They own a big house in the remote countryside.	0
8	28	listen	shuffled	217495.079262	The rose corsage smelled sweet.	They own a big house in the remote countryside.	0
9	29	readRepeat	shuffled	217501.279627208	That pickpocket was caught red-handed.	Her wardrobe consists of only skirts and blouses.	0
9	29	listen	shuffled	217505.67924175	That pickpocket was caught red-handed.	Her wardrobe consists of only skirts and blouses.	0
10	30	readRepeat	shuffled	217511.646798666	An adult male baboon's teeth are not suitable for eating shellfish.	The two artists exchanged autographs.	0
10	30	listen	shuffled	217517.513984583	An adult male baboon's teeth are not suitable for eating shellfish.	The two artists exchanged autographs.	0
11	31	readRepeat	shuffled	217523.413983875	Her wardrobe consists of only skirts and blouses.	Can the agency overthrow alien forces?	0
11	31	listen	shuffled	217528.414301666	Her wardrobe consists of only skirts and blouses.	Can the agency overthrow alien forces?	0
12	32	readRepeat	shuffled	217534.648470458	The two artists exchanged autographs.	Is she going with you?	0
12	32	listen	shuffled	217539.41547725	The two artists exchanged autographs.	Is she going with you?	0
13	33	readRepeat	shuffled	217544.11518975	Butterscotch fudge goes well with vanilla ice cream.	Rich purchased several signed lithographs.	0
13	33	listen	shuffled	217549.098153041	Butterscotch fudge goes well with vanilla ice cream.	Rich purchased several signed lithographs.	0
14	34	readRepeat	shuffled	217557.116159916	Rich purchased several signed lithographs.	An adult male baboon's teeth are not suitable for eating shellfish.	0
14	34	listen	shuffled	217562.549895	Rich purchased several signed lithographs.	An adult male baboon's teeth are not suitable for eating shellfish.	0
15	35	readRepeat	shuffled	217570.4500415	Any contributions will be greatly appreciated.	The rose corsage smelled sweet.	0
15	35	listen	shuffled	217576.01611225	Any contributions will be greatly appreciated.	The rose corsage smelled sweet.	0
16	36	readRepeat	shuffled	217581.61744575	The cranberry bog gets very pretty in Autumn.	Draw every outer line first, then fill in the interior.	0
16	36	listen	shuffled	217586.967974208	The cranberry bog gets very pretty in Autumn.	Draw every outer line first, then fill in the interior.	0
17	37	readRepeat	shuffled	217590.884960625	How do oysters make pearls?	Butterscotch fudge goes well with vanilla ice cream.	0
17	37	listen	shuffled	217595.10147175	How do oysters make pearls?	Butterscotch fudge goes well with vanilla ice cream.	0
18	38	readRepeat	shuffled	217601.551715208	May I order a parfait after I eat dinner?	Challenge each general's intelligence.	0
18	38	listen	shuffled	217606.668833375	May I order a parfait after I eat dinner?	Challenge each general's intelligence.	0
19	39	readRepeat	shuffled	217612.535718208	Is she going with you?	The cranberry bog gets very pretty in Autumn.	0
19	39	listen	shuffled	217616.402949458	Is she going with you?	The cranberry bog gets very pretty in Autumn.	0
20	40	readRepeat	shuffled	217624.120043	Can the agency overthrow alien forces?	Any contributions will be greatly appreciated.	0
20	40	listen	shuffled	217628.987264125	Can the agency overthrow alien forces?	Any contributions will be greatly appreciated.	0

