October 14, 2021 at 12:41:18 PM
ONSET PROD LOG FILE
S0015_B4
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
4	24	listen	shuffled	428334.817246083	Challenge each general's intelligence.	The water contained too much chlorine and stung his eyes.	0
5	25	readRepeat	shuffled	428341.502355416	Ambidextrous pickpockets accomplish more.	John's brother repainted the garage door.	0
5	25	listen	shuffled	428348.002657625	Ambidextrous pickpockets accomplish more.	John's brother repainted the garage door.	0
6	26	readRepeat	shuffled	428358.137146708	A muscular abdomen is good for your back.	Draw every outer line first, then fill in the interior.	0
6	26	listen	shuffled	428363.421151291	A muscular abdomen is good for your back.	Draw every outer line first, then fill in the interior.	0
7	27	readRepeat	shuffled	428366.27256975	They own a big house in the remote countryside.	Can the agency overthrow alien forces?	0
7	27	listen	shuffled	428371.10486825	They own a big house in the remote countryside.	Can the agency overthrow alien forces?	0
8	28	readRepeat	shuffled	428376.953681708	The rose corsage smelled sweet.	The cranberry bog gets very pretty in Autumn.	0
8	28	listen	shuffled	428382.221527083	The rose corsage smelled sweet.	The cranberry bog gets very pretty in Autumn.	0
9	29	readRepeat	shuffled	428390.339300958	That pickpocket was caught red-handed.	Butterscotch fudge goes well with vanilla ice cream.	0
9	29	listen	shuffled	428394.94025025	That pickpocket was caught red-handed.	Butterscotch fudge goes well with vanilla ice cream.	0
10	30	readRepeat	shuffled	428401.606558291	An adult male baboon's teeth are not suitable for eating shellfish.	A muscular abdomen is good for your back.	0
10	30	listen	shuffled	428408.1219965	An adult male baboon's teeth are not suitable for eating shellfish.	A muscular abdomen is good for your back.	0
11	31	readRepeat	shuffled	428413.956945041	Her wardrobe consists of only skirts and blouses.	Ambidextrous pickpockets accomplish more.	0
11	31	listen	shuffled	428419.090731458	Her wardrobe consists of only skirts and blouses.	Ambidextrous pickpockets accomplish more.	0
12	32	readRepeat	shuffled	428427.524195916	The two artists exchanged autographs.	Any contributions will be greatly appreciated.	0
12	32	listen	shuffled	428432.307191875	The two artists exchanged autographs.	Any contributions will be greatly appreciated.	0
13	33	readRepeat	shuffled	428438.391926625	Butterscotch fudge goes well with vanilla ice cream.	May I order a parfait after I eat dinner?	0
13	33	listen	shuffled	428444.44139875	Butterscotch fudge goes well with vanilla ice cream.	May I order a parfait after I eat dinner?	0
14	34	readRepeat	shuffled	428450.392688541	Rich purchased several signed lithographs.	Challenge each general's intelligence.	0
14	34	listen	shuffled	428456.05938575	Rich purchased several signed lithographs.	Challenge each general's intelligence.	0
15	35	readRepeat	shuffled	428461.859645083	Any contributions will be greatly appreciated.	That pickpocket was caught red-handed.	0
15	35	listen	shuffled	428466.826802541	Any contributions will be greatly appreciated.	That pickpocket was caught red-handed.	0
16	36	readRepeat	shuffled	428472.576658791	The cranberry bog gets very pretty in Autumn.	Is she going with you?	0
16	36	listen	shuffled	428478.2941985	The cranberry bog gets very pretty in Autumn.	Is she going with you?	0
17	37	readRepeat	shuffled	428483.626899958	How do oysters make pearls?	Rich purchased several signed lithographs.	0
17	37	listen	shuffled	428488.527890416	How do oysters make pearls?	Rich purchased several signed lithographs.	0
18	38	readRepeat	shuffled	428495.728538958	May I order a parfait after I eat dinner?	How do oysters make pearls?	0
18	38	listen	shuffled	428500.312189458	May I order a parfait after I eat dinner?	How do oysters make pearls?	0
19	39	readRepeat	shuffled	428508.563806291	Is she going with you?	An adult male baboon's teeth are not suitable for eating shellfish.	0
19	39	listen	shuffled	428512.227075541	Is she going with you?	An adult male baboon's teeth are not suitable for eating shellfish.	0
20	40	readRepeat	shuffled	428520.013141125	Can the agency overthrow alien forces?	The two artists exchanged autographs.	0
20	40	listen	shuffled	428524.911529916	Can the agency overthrow alien forces?	The two artists exchanged autographs.	0

